,Country,Year,Density,
834,United Rep. of Tanzania,2021,Sex ratio (males per 100 females),97.7
834,United Rep. of Tanzania,2021,Population aged 0 to 14 years old (percentage),43.6
834,United Rep. of Tanzania,2021,Population aged 60+ years old (percentage),4.7
834,United Rep. of Tanzania,2021,Population density,71.8
834,United Rep. of Tanzania,2021,Surface area (thousand km2),947
834,United Rep. of Tanzania,2022,Population mid-year estimates (millions),65.5
834,United Rep. of Tanzania,2022,Population mid-year estimates for males (millions),32.37
834,United Rep. of Tanzania,2022,Population mid-year estimates for females (millions),33.13
834,United Rep. of Tanzania,2022,Sex ratio (males per 100 females),97.7
834,United Rep. of Tanzania,2022,Population aged 0 to 14 years old (percentage),43.4
834,United Rep. of Tanzania,2022,Population aged 60+ years old (percentage),4.7
834,United Rep. of Tanzania,2022,Population density,73.9
840,United States of America,2010,Population mid-year estimates (millions),311.18
840,United States of America,2010,Population mid-year estimates for males (millions),153.27
840,United States of America,2010,Population mid-year estimates for females (millions),157.91
840,United States of America,2010,Sex ratio (males per 100 females),97.1
840,United States of America,2010,Population aged 0 to 14 years old (percentage),19.9
840,United States of America,2010,Population aged 60+ years old (percentage),18.3
840,United States of America,2010,Population density,34
840,United States of America,2015,Population mid-year estimates (millions),324.61
840,United States of America,2015,Population mid-year estimates for males (millions),160.49
840,United States of America,2015,Population mid-year estimates for females (millions),164.11
840,United States of America,2015,Sex ratio (males per 100 females),97.8
840,United States of America,2015,Population aged 0 to 14 years old (percentage),19.3
840,United States of America,2015,Population aged 60+ years old (percentage),20.3
840,United States of America,2015,Population density,35.5
840,United States of America,2021,Population mid-year estimates (millions),337
840,United States of America,2021,Population mid-year estimates for males (millions),166.94
840,United States of America,2021,Population mid-year estimates for females (millions),170.06
840,United States of America,2021,Sex ratio (males per 100 females),98.2
840,United States of America,2021,Population aged 0 to 14 years old (percentage),18.2
840,United States of America,2021,Population aged 60+ years old (percentage),23
840,United States of America,2021,Population density,36.8
840,United States of America,2021,Surface area (thousand km2),"9,834"
840,United States of America,2022,Population mid-year estimates (millions),338.29
840,United States of America,2022,Population mid-year estimates for males (millions),167.5
840,United States of America,2022,Population mid-year estimates for females (millions),170.79
840,United States of America,2022,Sex ratio (males per 100 females),98.1
840,United States of America,2022,Population aged 0 to 14 years old (percentage),18
840,United States of America,2022,Population aged 60+ years old (percentage),23.4
840,United States of America,2022,Population density,37
850,United States Virgin Islands,2010,Population mid-year estimates (millions),0.11
850,United States Virgin Islands,2010,Population mid-year estimates for males (millions),0.05
850,United States Virgin Islands,2010,Population mid-year estimates for females (millions),0.06
850,United States Virgin Islands,2010,Sex ratio (males per 100 females),91.6
850,United States Virgin Islands,2010,Population aged 0 to 14 years old (percentage),20.7
850,United States Virgin Islands,2010,Population aged 60+ years old (percentage),20.6
850,United States Virgin Islands,2010,Population density,303.3
850,United States Virgin Islands,2015,Population mid-year estimates (millions),0.1
850,United States Virgin Islands,2015,Population mid-year estimates for males (millions),0.05
850,United States Virgin Islands,2015,Population mid-year estimates for females (millions),0.05
850,United States Virgin Islands,2015,Sex ratio (males per 100 females),90.6
850,United States Virgin Islands,2015,Population aged 0 to 14 years old (percentage),19.5
850,United States Virgin Islands,2015,Population aged 60+ years old (percentage),23.9
850,United States Virgin Islands,2015,Population density,293.7
850,United States Virgin Islands,2021,Population mid-year estimates (millions),0.1
850,United States Virgin Islands,2021,Population mid-year estimates for males (millions),0.05
850,United States Virgin Islands,2021,Population mid-year estimates for females (millions),0.05
850,United States Virgin Islands,2021,Sex ratio (males per 100 females),87.8
850,United States Virgin Islands,2021,Population aged 0 to 14 years old (percentage),19.2
850,United States Virgin Islands,2021,Population aged 60+ years old (percentage),27.3
850,United States Virgin Islands,2021,Population density,286
850,United States Virgin Islands,2021,Surface area (thousand km2),0
850,United States Virgin Islands,2022,Population mid-year estimates (millions),0.1
850,United States Virgin Islands,2022,Population mid-year estimates for males (millions),0.05
850,United States Virgin Islands,2022,Population mid-year estimates for females (millions),0.05
850,United States Virgin Islands,2022,Sex ratio (males per 100 females),87.3
850,United States Virgin Islands,2022,Population aged 0 to 14 years old (percentage),19.2
850,United States Virgin Islands,2022,Population aged 60+ years old (percentage),27.7
850,United States Virgin Islands,2022,Population density,284.2
858,Uruguay,2010,Population mid-year estimates (millions),3.35
858,Uruguay,2010,Population mid-year estimates for males (millions),1.62
858,Uruguay,2010,Population mid-year estimates for females (millions),1.74
858,Uruguay,2010,Sex ratio (males per 100 females),93.2
858,Uruguay,2010,Population aged 0 to 14 years old (percentage),22.3
858,Uruguay,2010,Population aged 60+ years old (percentage),18.8
858,Uruguay,2010,Population density,19.4
858,Uruguay,2015,Population mid-year estimates (millions),3.4
858,Uruguay,2015,Population mid-year estimates for males (millions),1.64
858,Uruguay,2015,Population mid-year estimates for females (millions),1.76
858,Uruguay,2015,Sex ratio (males per 100 females),93.4
858,Uruguay,2015,Population aged 0 to 14 years old (percentage),21.1
858,Uruguay,2015,Population aged 60+ years old (percentage),19.4
858,Uruguay,2015,Population density,19.6
858,Uruguay,2021,Population mid-year estimates (millions),3.43
858,Uruguay,2021,Population mid-year estimates for males (millions),1.66
858,Uruguay,2021,Population mid-year estimates for females (millions),1.77
858,Uruguay,2021,Sex ratio (males per 100 females),93.9
858,Uruguay,2021,Population aged 0 to 14 years old (percentage),19.4
858,Uruguay,2021,Population aged 60+ years old (percentage),20.6
858,Uruguay,2021,Population density,19.8
858,Uruguay,2021,Surface area (thousand km2),174
858,Uruguay,2022,Population mid-year estimates (millions),3.42
858,Uruguay,2022,Population mid-year estimates for males (millions),1.66
858,Uruguay,2022,Population mid-year estimates for females (millions),1.76
858,Uruguay,2022,Sex ratio (males per 100 females),94
858,Uruguay,2022,Population aged 0 to 14 years old (percentage),19.1
858,Uruguay,2022,Population aged 60+ years old (percentage),20.8
858,Uruguay,2022,Population density,19.8
860,Uzbekistan,2010,Population mid-year estimates (millions),28.61
860,Uzbekistan,2010,Population mid-year estimates for males (millions),14.29
860,Uzbekistan,2010,Population mid-year estimates for females (millions),14.32
860,Uzbekistan,2010,Sex ratio (males per 100 females),99.8
860,Uzbekistan,2010,Population aged 0 to 14 years old (percentage),29.2
860,Uzbekistan,2010,Population aged 60+ years old (percentage),6.5
860,Uzbekistan,2010,Population density,67.3
860,Uzbekistan,2015,Population mid-year estimates (millions),30.95
860,Uzbekistan,2015,Population mid-year estimates for males (millions),15.48
860,Uzbekistan,2015,Population mid-year estimates for females (millions),15.47
860,Uzbekistan,2015,Sex ratio (males per 100 females),100.1
860,Uzbekistan,2015,Population aged 0 to 14 years old (percentage),28.5
860,Uzbekistan,2015,Population aged 60+ years old (percentage),7.1
860,Uzbekistan,2015,Population density,72.8
860,Uzbekistan,2021,Population mid-year estimates (millions),34.08
860,Uzbekistan,2021,Population mid-year estimates for males (millions),17.05
860,Uzbekistan,2021,Population mid-year estimates for females (millions),17.03
860,Uzbekistan,2021,Sex ratio (males per 100 females),100.1
860,Uzbekistan,2021,Population aged 0 to 14 years old (percentage),30.1
860,Uzbekistan,2021,Population aged 60+ years old (percentage),8.4
860,Uzbekistan,2021,Population density,80.1
860,Uzbekistan,2021,Surface area (thousand km2),449
860,Uzbekistan,2022,Population mid-year estimates (millions),34.63
860,Uzbekistan,2022,Population mid-year estimates for males (millions),17.33
860,Uzbekistan,2022,Population mid-year estimates for females (millions),17.3
860,Uzbekistan,2022,Sex ratio (males per 100 females),100.2
860,Uzbekistan,2022,Population aged 0 to 14 years old (percentage),30.2
860,Uzbekistan,2022,Population aged 60+ years old (percentage),8.6
860,Uzbekistan,2022,Population density,81.4
548,Vanuatu,2010,Population mid-year estimates (millions),0.25
548,Vanuatu,2010,Population mid-year estimates for males (millions),0.12
548,Vanuatu,2010,Population mid-year estimates for females (millions),0.12
548,Vanuatu,2010,Sex ratio (males per 100 females),102.1
548,Vanuatu,2010,Population aged 0 to 14 years old (percentage),38.9
548,Vanuatu,2010,Population aged 60+ years old (percentage),5.5
548,Vanuatu,2010,Population density,20.1
548,Vanuatu,2015,Population mid-year estimates (millions),0.28
548,Vanuatu,2015,Population mid-year estimates for males (millions),0.14
548,Vanuatu,2015,Population mid-year estimates for females (millions),0.14
548,Vanuatu,2015,Sex ratio (males per 100 females),101.5
548,Vanuatu,2015,Population aged 0 to 14 years old (percentage),39.6
548,Vanuatu,2015,Population aged 60+ years old (percentage),5.6
548,Vanuatu,2015,Population density,22.7
548,Vanuatu,2021,Population mid-year estimates (millions),0.32
548,Vanuatu,2021,Population mid-year estimates for males (millions),0.16
548,Vanuatu,2021,Population mid-year estimates for females (millions),0.16
548,Vanuatu,2021,Sex ratio (males per 100 females),101.2
548,Vanuatu,2021,Population aged 0 to 14 years old (percentage),39.6
548,Vanuatu,2021,Population aged 60+ years old (percentage),5.8
548,Vanuatu,2021,Population density,26.2
548,Vanuatu,2021,Surface area (thousand km2),12
548,Vanuatu,2022,Population mid-year estimates (millions),0.33
548,Vanuatu,2022,Population mid-year estimates for males (millions),0.16
548,Vanuatu,2022,Population mid-year estimates for females (millions),0.16
548,Vanuatu,2022,Sex ratio (males per 100 females),101.2
548,Vanuatu,2022,Population aged 0 to 14 years old (percentage),39.4
548,Vanuatu,2022,Population aged 60+ years old (percentage),5.8
548,Vanuatu,2022,Population density,26.8
862,Venezuela (Boliv. Rep. of),2010,Population mid-year estimates (millions),28.72
862,Venezuela (Boliv. Rep. of),2010,Population mid-year estimates for males (millions),14.32
862,Venezuela (Boliv. Rep. of),2010,Population mid-year estimates for females (millions),14.39
862,Venezuela (Boliv. Rep. of),2010,Sex ratio (males per 100 females),99.5
862,Venezuela (Boliv. Rep. of),2010,Population aged 0 to 14 years old (percentage),30
862,Venezuela (Boliv. Rep. of),2010,Population aged 60+ years old (percentage),8.5
862,Venezuela (Boliv. Rep. of),2010,Population density,31.3
862,Venezuela (Boliv. Rep. of),2015,Population mid-year estimates (millions),30.53
862,Venezuela (Boliv. Rep. of),2015,Population mid-year estimates for males (millions),15.19
862,Venezuela (Boliv. Rep. of),2015,Population mid-year estimates for females (millions),15.34
862,Venezuela (Boliv. Rep. of),2015,Sex ratio (males per 100 females),99
862,Venezuela (Boliv. Rep. of),2015,Population aged 0 to 14 years old (percentage),28.5
862,Venezuela (Boliv. Rep. of),2015,Population aged 60+ years old (percentage),9.7
862,Venezuela (Boliv. Rep. of),2015,Population density,33.3
862,Venezuela (Boliv. Rep. of),2021,Population mid-year estimates (millions),28.2
862,Venezuela (Boliv. Rep. of),2021,Population mid-year estimates for males (millions),13.96
862,Venezuela (Boliv. Rep. of),2021,Population mid-year estimates for females (millions),14.24
